剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,主角色关系,角色关系集合,核心主题,核心主题序号,核心主题得分,核心主题置信度,次要主题集合,主题组合,主题组合显示,主题数量,主题序号集合,主题得分集合,主题归一得分集合,主题证据词集合,组合ID,文件路径,数据说明
01030010,十二红【头本】,家庭戏,29.85,0.3967,0.4422,亲属关系,亲属关系|同盟关系,婚恋姻缘,3,82.48,0.3625,家庭亲情|礼教品格,婚恋姻缘|家庭亲情|礼教品格,婚恋姻缘 + 家庭亲情 + 礼教品格,3,3|4|10,忠义家国:5.36|政治权力:4.45|婚恋姻缘:82.48|家庭亲情:52.82|公案冤狱:0.0|除暴侠义:4.0|战争武略:25.83|恩怨报偿:8.92|善恶转化:0.0|礼教品格:35.81|宗教祥瑞:2.25|文人世情:5.58,忠义家国:0.065|政治权力:0.0539|婚恋姻缘:1.0|家庭亲情:0.6403|公案冤狱:0.0|除暴侠义:0.0485|战争武略:0.3131|恩怨报偿:0.1081|善恶转化:0.0|礼教品格:0.4342|宗教祥瑞:0.0273|文人世情:0.0677,婚恋姻缘:妻、夫妻、类别先验:家庭戏、配|家庭亲情:兄弟、类别先验:家庭戏、父母、子、关系先验:亲属关系|礼教品格:节、孝顺、类别先验:家庭戏、关系先验:亲属关系、孝,combo-7242ceb9,01000000/01030010_十二红【头本】.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031002,牢狱鸳鸯【头、二本】,家庭戏,40.2,0.1399,0.3938,亲属关系,亲属关系|婚恋关系,婚恋姻缘,3,578.91,0.3941,文人世情,婚恋姻缘|文人世情,婚恋姻缘 + 文人世情,2,3|12,忠义家国:4.2|政治权力:23.7|婚恋姻缘:578.91|家庭亲情:146.7|公案冤狱:148.29|除暴侠义:18.36|战争武略:31.63|恩怨报偿:53.14|善恶转化:11.28|礼教品格:43.39|宗教祥瑞:20.62|文人世情:388.71,忠义家国:0.0073|政治权力:0.0409|婚恋姻缘:1.0|家庭亲情:0.2534|公案冤狱:0.2562|除暴侠义:0.0317|战争武略:0.0546|恩怨报偿:0.0918|善恶转化:0.0195|礼教品格:0.075|宗教祥瑞:0.0356|文人世情:0.6715,婚恋姻缘:鸳鸯、洞房、姻缘、夫妇、钗|文人世情:书生、风流、书、诗、文,combo-00a071b5,01000000/01031002_牢狱鸳鸯【头、二本】.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031003,博浪锥,历史戏,23.98,0.3149,0.2464,权力关系,权力关系|冲突关系|亲属关系,恩怨报偿,8,242.85,0.3782,忠义家国|除暴侠义,忠义家国|除暴侠义|恩怨报偿,忠义家国 + 除暴侠义 + 恩怨报偿,3,1|6|8,忠义家国:118.02|政治权力:25.21|婚恋姻缘:0.0|家庭亲情:31.2|公案冤狱:2.99|除暴侠义:99.19|战争武略:38.55|恩怨报偿:242.85|善恶转化:2.63|礼教品格:21.09|宗教祥瑞:6.75|文人世情:53.58,忠义家国:0.486|政治权力:0.1038|婚恋姻缘:0.0|家庭亲情:0.1285|公案冤狱:0.0123|除暴侠义:0.4085|战争武略:0.1587|恩怨报偿:1.0|善恶转化:0.0108|礼教品格:0.0868|宗教祥瑞:0.0278|文人世情:0.2206,忠义家国:救国、国仇、类别先验:历史戏、关系先验:权力关系、义|除暴侠义:英雄、强盗、关系先验:冲突关系、虎、盗|恩怨报偿:报仇、仇、恨、报、冤仇,combo-8e26f5c6,01000000/01031003_博浪锥.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031004,闺房戏,家庭戏,25.26,0.3212,0.509,婚恋关系,婚恋关系|亲属关系,文人世情,12,123.65,0.3231,婚恋姻缘|家庭亲情,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,忠义家国:0.0|政治权力:0.99|婚恋姻缘:109.91|家庭亲情:63.78|公案冤狱:7.93|除暴侠义:0.0|战争武略:13.26|恩怨报偿:7.12|善恶转化:31.14|礼教品格:24.94|宗教祥瑞:0.0|文人世情:123.65,忠义家国:0.0|政治权力:0.008|婚恋姻缘:0.8889|家庭亲情:0.5158|公案冤狱:0.0642|除暴侠义:0.0|战争武略:0.1072|恩怨报偿:0.0576|善恶转化:0.2518|礼教品格:0.2017|宗教祥瑞:0.0|文人世情:1.0,婚恋姻缘:夫人、夫妻、关系先验:婚恋关系、类别先验:家庭戏、定情|家庭亲情:女、子、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系|文人世情:风流、书、灯、书画、诗,combo-d1914412,01000000/01031004_闺房戏.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031005,晴雯撕扇,家庭戏,28.87,0.3436,0.3925,亲属关系,亲属关系,家庭亲情,4,58.67,0.2696,婚恋姻缘|战争武略,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,忠义家国:0.0|政治权力:14.59|婚恋姻缘:37.6|家庭亲情:58.67|公案冤狱:2.38|除暴侠义:0.0|战争武略:42.07|恩怨报偿:7.3|善恶转化:1.08|礼教品格:26.63|宗教祥瑞:5.76|文人世情:21.54,忠义家国:0.0|政治权力:0.2488|婚恋姻缘:0.6409|家庭亲情:1.0|公案冤狱:0.0407|除暴侠义:0.0|战争武略:0.7172|恩怨报偿:0.1244|善恶转化:0.0184|礼教品格:0.4539|宗教祥瑞:0.0982|文人世情:0.3672,婚恋姻缘:夫人、鸳鸯、类别先验:家庭戏、配|家庭亲情:子、女、亲、类别先验:家庭戏、关系先验:亲属关系|战争武略:将、计,combo-fbfd4b9a,01000000/01031005_晴雯撕扇.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031006,莲花塘,神怪戏,24.97,0.1173,0.1859,亲属关系,亲属关系|权力关系,家庭亲情,4,163.24,0.328,善恶转化|宗教祥瑞,家庭亲情|善恶转化|宗教祥瑞,家庭亲情 + 善恶转化 + 宗教祥瑞,3,4|9|11,忠义家国:4.0|政治权力:39.13|婚恋姻缘:24.39|家庭亲情:163.24|公案冤狱:2.0|除暴侠义:2.16|战争武略:25.47|恩怨报偿:7.5|善恶转化:77.21|礼教品格:18.84|宗教祥瑞:111.0|文人世情:22.79,忠义家国:0.0245|政治权力:0.2397|婚恋姻缘:0.1494|家庭亲情:1.0|公案冤狱:0.0123|除暴侠义:0.0132|战争武略:0.156|恩怨报偿:0.0459|善恶转化:0.473|礼教品格:0.1154|宗教祥瑞:0.68|文人世情:0.1396,家庭亲情:母、父、子、关系先验:亲属关系、父母|善恶转化:悟、恶、归、类别先验:神怪戏、改|宗教祥瑞:雷、仙、神、寿、类别先验:神怪戏,combo-c8717793,01000000/01031006_莲花塘.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031008,桂阳城,历史戏,31.19,0.2024,0.4045,亲属关系,亲属关系|同盟关系|冲突关系,战争武略,7,268.84,0.3919,善恶转化,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,忠义家国:22.36|政治权力:14.9|婚恋姻缘:47.61|家庭亲情:91.44|公案冤狱:0.81|除暴侠义:28.84|战争武略:268.84|恩怨报偿:9.78|善恶转化:117.26|礼教品格:48.63|宗教祥瑞:17.43|文人世情:18.04,忠义家国:0.0832|政治权力:0.0554|婚恋姻缘:0.1771|家庭亲情:0.3401|公案冤狱:0.003|除暴侠义:0.1073|战争武略:1.0|恩怨报偿:0.0364|善恶转化:0.4362|礼教品格:0.1809|宗教祥瑞:0.0648|文人世情:0.0671,家庭亲情:兄弟、亲、子、关系先验:亲属关系、儿|战争武略:将军、城、战、将、兵|善恶转化:投降、降、投、归、归顺,combo-a8ac4946,01000000/01031008_桂阳城.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031009,雍凉关,历史戏,25.25,0.2127,0.2155,权力关系,权力关系,政治权力,2,359.83,0.5457,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:22.56|政治权力:359.83|婚恋姻缘:0.0|家庭亲情:14.9|公案冤狱:20.07|除暴侠义:0.54|战争武略:183.0|恩怨报偿:10.98|善恶转化:1.35|礼教品格:15.42|宗教祥瑞:2.07|文人世情:28.62,忠义家国:0.0627|政治权力:1.0|婚恋姻缘:0.0|家庭亲情:0.0414|公案冤狱:0.0558|除暴侠义:0.0015|战争武略:0.5086|恩怨报偿:0.0305|善恶转化:0.0038|礼教品格:0.0429|宗教祥瑞:0.0058|文人世情:0.0795,政治权力:君臣、朝廷、丞相、臣、皇帝|战争武略:兵、关、计、军、将军,combo-b8241900,01000000/01031009_雍凉关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031010,选元戎,历史戏,32.86,0.1871,0.3435,权力关系,权力关系|亲属关系|冲突关系,战争武略,7,417.34,0.4711,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:58.41|政治权力:118.44|婚恋姻缘:0.0|家庭亲情:61.26|公案冤狱:29.33|除暴侠义:46.17|战争武略:417.34|恩怨报偿:33.96|善恶转化:4.7|礼教品格:31.74|宗教祥瑞:1.48|文人世情:83.0,忠义家国:0.14|政治权力:0.2838|婚恋姻缘:0.0|家庭亲情:0.1468|公案冤狱:0.0703|除暴侠义:0.1106|战争武略:1.0|恩怨报偿:0.0814|善恶转化:0.0113|礼教品格:0.0761|宗教祥瑞:0.0036|文人世情:0.1989,政治权力:朝、臣、金殿、王、奏本|战争武略:元戎、兵、将、战、计,combo-b8241900,01000000/01031010_选元戎.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031011,借茶活捉,家庭戏,26.98,0.6559,0.0403,亲属关系,亲属关系,婚恋姻缘,3,128.2,0.2926,家庭亲情|文人世情,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,忠义家国:0.0|政治权力:6.75|婚恋姻缘:128.2|家庭亲情:48.91|公案冤狱:3.6|除暴侠义:65.94|战争武略:17.4|恩怨报偿:12.97|善恶转化:1.35|礼教品格:25.28|宗教祥瑞:16.91|文人世情:110.86,忠义家国:0.0|政治权力:0.0527|婚恋姻缘:1.0|家庭亲情:0.3816|公案冤狱:0.0281|除暴侠义:0.5144|战争武略:0.1357|恩怨报偿:0.1012|善恶转化:0.0105|礼教品格:0.1972|宗教祥瑞:0.1319|文人世情:0.8648,婚恋姻缘:鸳鸯、夫妻、类别先验:家庭戏、郎、配|家庭亲情:子、母亲、类别先验:家庭戏、关系先验:亲属关系、母|除暴侠义:水浒、盗、虎|文人世情:文、书、风流、才、画,combo-d1914412,01000000/01031011_借茶活捉.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01031012,瑶池会,家庭戏,30.15,0.2049,0.394,亲属关系,亲属关系|权力关系|婚恋关系,婚恋姻缘,3,91.76,0.2295,家庭亲情|宗教祥瑞,婚恋姻缘|家庭亲情|宗教祥瑞,婚恋姻缘 + 家庭亲情 + 宗教祥瑞,3,3|4|11,忠义家国:8.05|政治权力:51.83|婚恋姻缘:91.76|家庭亲情:82.78|公案冤狱:2.0|除暴侠义:11.52|战争武略:10.35|恩怨报偿:5.62|善恶转化:6.51|礼教品格:26.5|宗教祥瑞:76.74|文人世情:26.24,忠义家国:0.0877|政治权力:0.5649|婚恋姻缘:1.0|家庭亲情:0.9022|公案冤狱:0.0218|除暴侠义:0.1255|战争武略:0.1128|恩怨报偿:0.0612|善恶转化:0.0709|礼教品格:0.2888|宗教祥瑞:0.8363|文人世情:0.286,政治权力:王、朝、关系先验:权力关系、天子、官|婚恋姻缘:夫人、妻、夫妻、关系先验:婚恋关系、类别先验:家庭戏|家庭亲情:母、女、类别先验:家庭戏、子、关系先验:亲属关系|宗教祥瑞:仙、神、寿、神仙、雷,combo-74dc7e8c,01000000/01031012_瑶池会.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,冲突关系,冲突关系|亲属关系|权力关系,除暴侠义,6,354.49,0.5508,战争武略,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,忠义家国:7.54|政治权力:11.65|婚恋姻缘:0.0|家庭亲情:44.19|公案冤狱:3.98|除暴侠义:354.49|战争武略:86.02|恩怨报偿:73.68|善恶转化:25.01|礼教品格:16.8|宗教祥瑞:3.6|文人世情:16.58,忠义家国:0.0213|政治权力:0.0329|婚恋姻缘:0.0|家庭亲情:0.1247|公案冤狱:0.0112|除暴侠义:1.0|战争武略:0.2426|恩怨报偿:0.2078|善恶转化:0.0706|礼教品格:0.0474|宗教祥瑞:0.0102|文人世情:0.0468,除暴侠义:山寨、盗、英雄、寨、连环套|战争武略:兵、关、将、关系先验:冲突关系、关系先验:权力关系,combo-d8ac3995,01000000/01032002_连环套【头、二本】.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,亲属关系,亲属关系|同盟关系,除暴侠义,6,190.04,0.5646,战争武略,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,忠义家国:8.36|政治权力:6.59|婚恋姻缘:0.0|家庭亲情:30.27|公案冤狱:7.83|除暴侠义:190.04|战争武略:36.64|恩怨报偿:24.26|善恶转化:4.89|礼教品格:25.98|宗教祥瑞:0.77|文人世情:0.99,忠义家国:0.044|政治权力:0.0347|婚恋姻缘:0.0|家庭亲情:0.1593|公案冤狱:0.0412|除暴侠义:1.0|战争武略:0.1928|恩怨报偿:0.1277|善恶转化:0.0257|礼教品格:0.1367|宗教祥瑞:0.004|文人世情:0.0052,除暴侠义:盗、英雄、连环套、类别先验:江湖戏、虎,combo-d8ac3995,01000000/01032003_连环套【四本】.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,权力关系,权力关系|冲突关系|亲属关系,政治权力,2,90.08,0.1842,家庭亲情|战争武略|文人世情,政治权力|家庭亲情|战争武略|文人世情,政治权力 + 家庭亲情 + 战争武略 + 文人世情,4,2|4|7|12,忠义家国:27.36|政治权力:90.08|婚恋姻缘:6.84|家庭亲情:81.94|公案冤狱:37.2|除暴侠义:15.28|战争武略:73.65|恩怨报偿:36.69|善恶转化:26.75|礼教品格:20.01|宗教祥瑞:15.21|文人世情:57.98,忠义家国:0.3037|政治权力:1.0|婚恋姻缘:0.0759|家庭亲情:0.9096|公案冤狱:0.413|除暴侠义:0.1697|战争武略:0.8175|恩怨报偿:0.4073|善恶转化:0.2969|礼教品格:0.2221|宗教祥瑞:0.1688|文人世情:0.6436,政治权力:天子、朝廷、关系先验:权力关系、圣旨、类别先验:历史戏|家庭亲情:子、儿、女、关系先验:亲属关系、父子|战争武略:将、军、类别先验:历史戏、阵、兵|文人世情:文、风流、才、琴、灯,combo-86963a73,01000000/01032005_新四十八扯.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,亲属关系,亲属关系,家庭亲情,4,101.4,0.2645,婚恋姻缘|恩怨报偿,婚恋姻缘|家庭亲情|恩怨报偿,婚恋姻缘 + 家庭亲情 + 恩怨报偿,3,3|4|8,忠义家国:0.0|政治权力:27.85|婚恋姻缘:63.55|家庭亲情:101.4|公案冤狱:3.78|除暴侠义:0.0|战争武略:0.54|恩怨报偿:55.93|善恶转化:38.61|礼教品格:33.74|宗教祥瑞:45.67|文人世情:12.24,忠义家国:0.0|政治权力:0.2747|婚恋姻缘:0.6267|家庭亲情:1.0|公案冤狱:0.0373|除暴侠义:0.0|战争武略:0.0053|恩怨报偿:0.5516|善恶转化:0.3808|礼教品格:0.3327|宗教祥瑞:0.4504|文人世情:0.1207,婚恋姻缘:夫人、鸳鸯、类别先验:家庭戏、情缘|家庭亲情:姐妹、女、儿、类别先验:家庭戏、关系先验:亲属关系|恩怨报偿:恨、祭、类别先验:家庭戏、关系先验:亲属关系、报,combo-2c9de544,01000000/01032006_芙蓉诔.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032007,党人碑,历史戏,30.29,0.1861,0.6036,权力关系,权力关系|亲属关系|同盟关系,文人世情,12,224.94,0.3426,政治权力|宗教祥瑞,政治权力|宗教祥瑞|文人世情,政治权力 + 宗教祥瑞 + 文人世情,3,2|11|12,忠义家国:15.8|政治权力:82.17|婚恋姻缘:0.45|家庭亲情:49.49|公案冤狱:23.63|除暴侠义:59.3|战争武略:61.33|恩怨报偿:4.97|善恶转化:4.14|礼教品格:35.22|宗教祥瑞:95.11|文人世情:224.94,忠义家国:0.0702|政治权力:0.3653|婚恋姻缘:0.002|家庭亲情:0.22|公案冤狱:0.1051|除暴侠义:0.2636|战争武略:0.2727|恩怨报偿:0.0221|善恶转化:0.0184|礼教品格:0.1566|宗教祥瑞:0.4228|文人世情:1.0,政治权力:太师、官、关系先验:权力关系、王、类别先验:历史戏|宗教祥瑞:仙、佛|文人世情:酒楼、书生、文、楼、士,combo-75743027,01000000/01032007_党人碑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,权力关系,权力关系|亲属关系|同盟关系,恩怨报偿,8,110.3,0.3342,善恶转化,恩怨报偿|善恶转化,恩怨报偿 + 善恶转化,2,8|9,忠义家国:14.0|政治权力:27.54|婚恋姻缘:5.76|家庭亲情:14.97|公案冤狱:8.82|除暴侠义:4.0|战争武略:36.96|恩怨报偿:110.3|善恶转化:57.87|礼教品格:25.62|宗教祥瑞:3.1|文人世情:21.15,忠义家国:0.1269|政治权力:0.2497|婚恋姻缘:0.0522|家庭亲情:0.1357|公案冤狱:0.08|除暴侠义:0.0363|战争武略:0.3351|恩怨报偿:1.0|善恶转化:0.5247|礼教品格:0.2323|宗教祥瑞:0.0282|文人世情:0.1917,恩怨报偿:报恩、恩、报、关系先验:亲属关系、恨|善恶转化:善、改、归,combo-f575eb0e,01000000/01032008_白傅遣姬.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032009,安五路,历史戏,29.13,0.1438,0.3003,权力关系,权力关系,政治权力,2,261.97,0.4536,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:65.46|政治权力:261.97|婚恋姻缘:0.45|家庭亲情:17.48|公案冤狱:10.32|除暴侠义:1.08|战争武略:115.14|恩怨报偿:44.04|善恶转化:0.0|礼教品格:37.65|宗教祥瑞:4.32|文人世情:19.62,忠义家国:0.2499|政治权力:1.0|婚恋姻缘:0.0017|家庭亲情:0.0667|公案冤狱:0.0394|除暴侠义:0.0041|战争武略:0.4395|恩怨报偿:0.1681|善恶转化:0.0|礼教品格:0.1437|宗教祥瑞:0.0165|文人世情:0.0749,政治权力:朝廷、丞相、帝、朝、臣|战争武略:兵、兵马、将、军、类别先验:历史戏,combo-b8241900,01000000/01032009_安五路.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,权力关系,权力关系|亲属关系,政治权力,2,222.61,0.334,家庭亲情|恩怨报偿,政治权力|家庭亲情|恩怨报偿,政治权力 + 家庭亲情 + 恩怨报偿,3,2|4|8,忠义家国:49.35|政治权力:222.61|婚恋姻缘:6.93|家庭亲情:59.12|公案冤狱:2.0|除暴侠义:0.0|战争武略:47.36|恩怨报偿:173.39|善恶转化:45.69|礼教品格:38.97|宗教祥瑞:3.06|文人世情:18.0,忠义家国:0.2217|政治权力:1.0|婚恋姻缘:0.0311|家庭亲情:0.2656|公案冤狱:0.009|除暴侠义:0.0|战争武略:0.2127|恩怨报偿:0.7789|善恶转化:0.2052|礼教品格:0.1751|宗教祥瑞:0.0137|文人世情:0.0809,政治权力:君臣、王、臣、关系先验:权力关系、类别先验:历史戏|恩怨报偿:报仇、雪恨、仇、恨、报,combo-e71758c8,01000000/01032012_浣纱溪.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
